code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,clicks_28d,dias_activos_28d,promedio_evaluaciones,evaluaciones_entregadas,fuente,educacion_ordinal,edad_ordinal,imd_midpoint,aprobo,resultado_ordinal
BBB,2014J,613102,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,61.0,5.0,86.4,5.0,OULAD,2,1,35.0,1,2
BBB,2014J,613135,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,72.0,9.0,34.8,5.0,OULAD,2,1,95.0,0,1
BBB,2014J,613380,F,North Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,0.0,0.0,,,OULAD,1,0,55.0,0,1
BBB,2014J,613909,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,11.0,2.0,78.0,5.0,OULAD,1,0,65.0,1,2
BBB,2014J,614159,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,61.0,3.0,45.4,5.0,OULAD,2,0,25.0,1,2
BBB,2014J,614405,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,2,0,55.0,0,0
BBB,2014J,615016,F,South East Region,Lower Than A Level,20-30%,35-55,1,120,N,Withdrawn,0.0,0.0,,,OULAD,1,1,25.0,0,0
BBB,2014J,615165,F,Wales,A Level or Equivalent,40-50%,0-35,1,180,Y,Withdrawn,405.0,9.0,76.0,2.0,OULAD,2,0,45.0,0,0
BBB,2014J,615263,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,46.0,6.0,78.0,2.0,OULAD,2,0,55.0,0,0
BBB,2014J,616660,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,178.0,8.0,64.2,5.0,OULAD,3,1,65.0,1,2
BBB,2014J,617297,F,Wales,Lower Than A Level,10-20,0-35,1,150,N,Pass,97.0,5.0,82.25,4.0,OULAD,1,0,15.0,1,2
BBB,2014J,617521,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,42.0,5.0,80.0,5.0,OULAD,2,0,45.0,1,2
BBB,2014J,617525,F,London Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,71.0,5.0,81.4,5.0,OULAD,2,0,65.0,1,2
BBB,2014J,617530,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,28.0,6.0,68.6,5.0,OULAD,2,0,95.0,1,2
BBB,2014J,617671,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,2,0,65.0,0,0
BBB,2014J,617804,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,2,0,35.0,0,0
BBB,2014J,617811,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn,119.0,3.0,100.0,1.0,OULAD,0,0,5.0,0,0
BBB,2014J,618197,F,South East Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,75.0,6.0,48.4,5.0,OULAD,1,0,25.0,1,2
BBB,2014J,618589,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,97.0,11.0,34.2,5.0,OULAD,1,0,15.0,0,1
BBB,2014J,618734,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,276.0,10.0,77.5,4.0,OULAD,1,0,25.0,0,0
BBB,2014J,618858,F,London Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,0.0,0.0,,,OULAD,1,0,25.0,0,0
BBB,2014J,618960,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,76.0,4.0,79.0,2.0,OULAD,1,0,25.0,0,1
BBB,2014J,618983,F,London Region,No Formal quals,50-60%,35-55,0,150,N,Fail,573.0,15.0,87.0,3.0,OULAD,0,1,55.0,0,1
BBB,2014J,618994,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,419.0,19.0,65.6,5.0,OULAD,2,0,75.0,1,2
BBB,2014J,619052,M,East Anglian Region,No Formal quals,60-70%,0-35,0,60,N,Fail,15.0,5.0,1.0,1.0,OULAD,0,0,65.0,0,1
BBB,2014J,619935,F,Ireland,HE Qualification,60-70%,0-35,0,120,N,Pass,206.0,11.0,67.0,5.0,OULAD,3,0,65.0,1,2
BBB,2014J,620000,F,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,172.0,6.0,83.4,5.0,OULAD,1,0,45.0,1,2
BBB,2014J,620115,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,30.0,2.0,80.0,1.0,OULAD,1,0,25.0,0,1
BBB,2014J,620135,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,2,0,45.0,0,0
BBB,2014J,620550,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,0.0,0.0,,,OULAD,2,0,25.0,0,1
BBB,2014J,620655,F,East Midlands Region,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn,4.0,2.0,1.0,1.0,OULAD,2,0,15.0,0,0
BBB,2014J,620698,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,37.0,5.0,62.0,5.0,OULAD,2,0,95.0,1,2
BBB,2014J,621487,F,Wales,Lower Than A Level,30-40%,0-35,1,60,N,Pass,98.0,6.0,73.2,5.0,OULAD,1,0,35.0,1,2
BBB,2014J,621826,F,Wales,A Level or Equivalent,10-20,0-35,1,60,N,Pass,44.0,4.0,62.6,5.0,OULAD,2,0,15.0,1,2
BBB,2014J,621856,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,0.0,0.0,,,OULAD,2,0,15.0,0,1
BBB,2014J,621899,F,Wales,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn,64.0,4.0,,,OULAD,1,0,45.0,0,0
BBB,2014J,621935,M,South East Region,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,0.0,0.0,,,OULAD,3,1,85.0,0,0
BBB,2014J,622007,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,50.0,6.0,80.2,5.0,OULAD,2,0,45.0,0,1
BBB,2014J,622117,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,6.0,1.0,60.75,4.0,OULAD,2,0,65.0,0,0
BBB,2014J,622313,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,21.0,5.0,52.8,5.0,OULAD,1,0,35.0,1,2
BBB,2014J,622573,F,Wales,Lower Than A Level,70-80%,0-35,0,120,Y,Pass,334.0,18.0,66.2,5.0,OULAD,1,0,75.0,1,2
BBB,2014J,622722,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,1,0,55.0,0,0
BBB,2014J,623042,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,125.0,6.0,58.2,5.0,OULAD,2,0,5.0,0,1
BBB,2014J,623097,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,201.0,13.0,76.8,5.0,OULAD,2,0,75.0,1,2
BBB,2014J,623319,M,North Western Region,HE Qualification,0-10%,0-35,0,180,N,Withdrawn,0.0,0.0,,,OULAD,3,0,5.0,0,0
BBB,2014J,623376,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,106.0,11.0,76.0,5.0,OULAD,2,0,25.0,1,2
BBB,2014J,623441,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,130.0,5.0,66.4,5.0,OULAD,2,1,5.0,1,2
BBB,2014J,623519,F,Ireland,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,276.0,12.0,77.6,5.0,OULAD,2,0,95.0,1,2
BBB,2014J,623648,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,161.0,4.0,49.6,5.0,OULAD,2,0,65.0,1,2
BBB,2014J,623689,F,North Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,4.0,1.0,87.8,5.0,OULAD,1,0,65.0,1,2
BBB,2014J,624342,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,165.0,14.0,81.8,5.0,OULAD,2,0,75.0,1,2
BBB,2014J,624709,F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,144.0,7.0,,,OULAD,1,0,25.0,0,1
BBB,2014J,624795,F,North Region,No Formal quals,10-20,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,0,0,15.0,0,0
BBB,2014J,625666,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,166.0,13.0,54.2,5.0,OULAD,2,1,35.0,1,2
BBB,2014J,625709,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,62.0,3.0,86.5,2.0,OULAD,2,1,65.0,0,1
BBB,2014J,625826,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,20.0,3.0,86.0,5.0,OULAD,2,0,45.0,1,3
BBB,2014J,626012,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,77.0,5.0,49.0,5.0,OULAD,2,0,95.0,1,2
BBB,2014J,626075,M,Scotland,Lower Than A Level,0-10%,0-35,1,120,N,Pass,4.0,2.0,58.0,5.0,OULAD,1,0,5.0,1,2
BBB,2014J,626139,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,157.0,11.0,76.6,5.0,OULAD,2,0,15.0,1,2
BBB,2014J,626159,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,1638.0,29.0,70.0,5.0,OULAD,1,1,65.0,1,2
BBB,2014J,626195,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,453.0,29.0,87.2,5.0,OULAD,1,1,55.0,1,3
BBB,2014J,626210,F,South East Region,Lower Than A Level,50-60%,35-55,0,135,N,Fail,494.0,22.0,89.33333333333333,3.0,OULAD,1,1,55.0,0,1
BBB,2014J,626597,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,0.0,0.0,,,OULAD,2,0,25.0,0,0
BBB,2014J,626646,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,124.0,3.0,76.8,5.0,OULAD,1,0,45.0,1,3
BBB,2014J,626660,F,South West Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn,27.0,4.0,,,OULAD,1,1,55.0,0,0
BBB,2014J,626740,F,Wales,HE Qualification,80-90%,0-35,1,120,N,Pass,159.0,7.0,67.0,5.0,OULAD,3,0,85.0,1,2
BBB,2014J,626835,F,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,1,0,5.0,0,0
BBB,2014J,627119,F,East Anglian Region,No Formal quals,40-50%,0-35,1,60,N,Withdrawn,92.0,7.0,1.0,1.0,OULAD,0,0,45.0,0,0
BBB,2014J,627269,F,North Western Region,No Formal quals,0-10%,35-55,0,60,N,Pass,611.0,20.0,72.6,5.0,OULAD,0,1,5.0,1,2
BBB,2014J,627563,M,South East Region,HE Qualification,90-100%,55<=,0,120,N,Pass,148.0,13.0,69.6,5.0,OULAD,3,2,95.0,1,2
BBB,2014J,627660,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Fail,335.0,13.0,47.8,5.0,OULAD,3,0,15.0,0,1
BBB,2014J,627968,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,300,Y,Fail,213.0,12.0,35.25,4.0,OULAD,1,0,65.0,0,1
BBB,2014J,628388,M,East Anglian Region,HE Qualification,90-100%,35-55,0,120,N,Pass,193.0,8.0,84.2,5.0,OULAD,3,1,95.0,1,2
BBB,2014J,628435,F,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,0.0,0.0,,,OULAD,2,1,15.0,0,0
BBB,2014J,628656,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,42.0,5.0,44.2,5.0,OULAD,3,0,45.0,1,2
BBB,2014J,628679,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,104.0,7.0,60.8,5.0,OULAD,2,0,15.0,1,2
BBB,2014J,628819,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,2,0,5.0,0,0
BBB,2014J,628991,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,608.0,18.0,83.6,5.0,OULAD,2,0,25.0,1,2
BBB,2014J,629053,F,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,194.0,10.0,61.4,5.0,OULAD,2,1,55.0,1,2
BBB,2014J,629127,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,829.0,27.0,86.2,5.0,OULAD,2,1,55.0,1,2
BBB,2014J,629245,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,176.0,11.0,47.2,5.0,OULAD,2,0,55.0,1,2
BBB,2014J,629553,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,66.0,4.0,80.6,5.0,OULAD,2,0,5.0,1,2
BBB,2014J,630274,M,North Western Region,HE Qualification,0-10%,0-35,1,60,N,Fail,0.0,0.0,,,OULAD,3,0,5.0,0,1
BBB,2014J,630286,F,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Fail,224.0,9.0,100.0,1.0,OULAD,1,0,5.0,0,1
BBB,2014J,630343,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,196.0,8.0,73.5,2.0,OULAD,1,0,5.0,0,0
BBB,2014J,630404,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,393.0,15.0,61.2,5.0,OULAD,1,0,15.0,1,2
BBB,2014J,630465,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,1,0,5.0,0,0
BBB,2014J,630597,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,3.0,1.0,69.2,5.0,OULAD,1,0,5.0,1,2
BBB,2014J,630697,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,38.0,2.0,82.0,5.0,OULAD,2,0,25.0,1,2
BBB,2014J,630716,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,90,N,Fail,266.0,15.0,57.0,5.0,OULAD,0,0,5.0,0,1
BBB,2014J,630773,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Fail,80.0,6.0,75.0,1.0,OULAD,1,0,45.0,0,1
BBB,2014J,630834,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,151.0,10.0,76.6,5.0,OULAD,2,1,85.0,1,2
BBB,2014J,631230,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,72.0,7.0,49.8,5.0,OULAD,2,0,15.0,1,2
BBB,2014J,631248,M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,67.0,8.0,66.8,5.0,OULAD,1,1,45.0,1,2
BBB,2014J,631266,F,South East Region,Lower Than A Level,60-70%,0-35,0,75,N,Fail,72.0,6.0,1.0,1.0,OULAD,1,0,65.0,0,1
BBB,2014J,631416,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,5.0,1.0,55.0,5.0,OULAD,2,0,15.0,1,2
BBB,2014J,631561,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,120,Y,Fail,82.0,4.0,1.0,1.0,OULAD,2,0,15.0,0,1
BBB,2014J,631640,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,136.0,7.0,68.8,5.0,OULAD,2,1,35.0,1,2
BBB,2014J,631775,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,154.0,10.0,33.666666666666664,3.0,OULAD,2,1,25.0,0,1
BBB,2014J,631954,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,38.0,3.0,66.5,4.0,OULAD,1,0,55.0,1,2
BBB,2014J,632144,F,West Midlands Region,HE Qualification,10-20,35-55,1,60,N,Withdrawn,0.0,0.0,,,OULAD,3,1,15.0,0,0
BBB,2014J,632255,M,South Region,Lower Than A Level,90-100%,35-55,1,120,N,Withdrawn,107.0,8.0,45.0,4.0,OULAD,1,1,95.0,0,0
BBB,2014J,632281,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,120.0,8.0,74.0,5.0,OULAD,2,1,5.0,1,2
BBB,2014J,632431,F,South West Region,Lower Than A Level,20-30%,35-55,1,60,N,Withdrawn,0.0,0.0,,,OULAD,1,1,25.0,0,0
BBB,2014J,632473,F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Fail,319.0,9.0,100.0,1.0,OULAD,2,1,85.0,0,1
BBB,2014J,632605,F,South Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,369.0,19.0,1.0,1.0,OULAD,2,0,25.0,0,1
BBB,2014J,632632,F,South West Region,HE Qualification,10-20,0-35,1,60,N,Pass,67.0,7.0,37.4,5.0,OULAD,3,0,15.0,1,2
BBB,2014J,632722,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,99.0,10.0,35.0,3.0,OULAD,1,0,45.0,0,0
BBB,2014J,632955,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,14.0,3.0,55.2,5.0,OULAD,2,0,15.0,1,2
BBB,2014J,633016,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Withdrawn,0.0,0.0,,,OULAD,2,0,5.0,0,0
BBB,2014J,633206,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,5.0,2.0,,,OULAD,1,0,15.0,0,1
BBB,2014J,633902,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,191.0,11.0,82.6,5.0,OULAD,3,0,5.0,1,2
BBB,2014J,633949,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,112.0,9.0,84.2,5.0,OULAD,2,0,95.0,1,3
BBB,2014J,634247,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,37.0,6.0,77.5,4.0,OULAD,2,0,55.0,0,1
BBB,2014J,634636,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,182.0,10.0,47.4,5.0,OULAD,2,0,35.0,1,2
BBB,2014J,634772,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,110.0,9.0,55.2,5.0,OULAD,1,0,25.0,1,2
BBB,2014J,635251,F,London Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,3,0,15.0,0,0
BBB,2014J,635328,M,London Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,38.0,5.0,48.2,5.0,OULAD,1,0,5.0,0,1
BBB,2014J,635425,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,1,0,55.0,0,0
BBB,2014J,635452,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,107.0,5.0,69.0,5.0,OULAD,3,0,25.0,1,2
BBB,2014J,635561,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,109.0,6.0,66.0,3.0,OULAD,2,0,35.0,0,1
BBB,2014J,635716,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,2,0,15.0,0,0
BBB,2014J,635777,F,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,233.0,12.0,56.2,5.0,OULAD,2,0,35.0,1,2
BBB,2014J,635890,F,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,422.0,12.0,62.6,5.0,OULAD,2,0,5.0,0,1
BBB,2014J,635921,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,23.0,3.0,73.6,5.0,OULAD,2,0,45.0,1,2
BBB,2014J,635924,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,206.0,8.0,52.4,5.0,OULAD,2,0,45.0,1,2
BBB,2014J,636064,F,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,3,0,65.0,0,0
BBB,2014J,636302,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass,329.0,16.0,79.8,5.0,OULAD,2,1,55.0,1,2
BBB,2014J,636525,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,61.0,8.0,78.4,5.0,OULAD,2,0,65.0,1,2
BBB,2014J,636660,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,1,0,5.0,0,0
BBB,2014J,636807,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,,,OULAD,1,0,15.0,0,0
BBB,2014J,636953,F,South East Region,HE Qualification,70-80%,0-35,0,120,N,Fail,111.0,7.0,1.0,1.0,OULAD,3,0,75.0,0,1
BBB,2014J,637003,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,207.0,13.0,75.6,5.0,OULAD,1,0,25.0,1,2
BBB,2014J,637063,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,229.0,6.0,64.0,5.0,OULAD,2,0,85.0,1,2
BBB,2014J,637238,F,South East Region,HE Qualification,20-30%,35-55,0,120,N,Pass,100.0,7.0,46.0,5.0,OULAD,3,1,25.0,1,2
BBB,2014J,637279,F,South East Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass,159.0,6.0,64.6,5.0,OULAD,1,0,75.0,1,2
BBB,2014J,637295,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,0.0,0.0,,,OULAD,2,0,25.0,0,0
BBB,2014J,637348,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,8.0,4.0,54.0,4.0,OULAD,2,0,5.0,0,1
BBB,2014J,637370,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,50.0,5.0,72.0,5.0,OULAD,2,1,35.0,1,2
BBB,2014J,637382,M,East Midlands Region,HE Qualification,50-60%,0-35,0,120,N,Pass,1.0,1.0,86.0,5.0,OULAD,3,0,55.0,1,2
BBB,2014J,637388,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,370.0,23.0,60.2,5.0,OULAD,1,0,65.0,0,1
BBB,2014J,637414,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,265.0,18.0,82.0,5.0,OULAD,2,1,75.0,1,3
BBB,2014J,637586,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,104.0,10.0,75.0,5.0,OULAD,2,0,15.0,1,3
BBB,2014J,637715,M,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,89.0,9.0,41.2,5.0,OULAD,1,1,65.0,1,2
BBB,2014J,637810,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,231.0,8.0,47.6,5.0,OULAD,1,1,95.0,1,2
BBB,2014J,637815,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Distinction,278.0,10.0,80.4,5.0,OULAD,3,1,75.0,1,3
BBB,2014J,637820,F,Wales,Lower Than A Level,70-80%,35-55,0,90,N,Fail,168.0,4.0,37.5,4.0,OULAD,1,1,75.0,0,1
BBB,2014J,637867,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,387.0,9.0,,,OULAD,1,1,55.0,0,1
BBB,2014J,637903,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,51.0,2.0,81.4,5.0,OULAD,1,0,15.0,1,2
BBB,2014J,638036,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,188.0,11.0,34.5,2.0,OULAD,1,1,25.0,0,0
BBB,2014J,638417,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,71.0,1.0,,,OULAD,2,0,35.0,0,0
BBB,2014J,638516,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,60,N,Distinction,186.0,11.0,68.4,5.0,OULAD,3,1,5.0,1,3
BBB,2014J,638544,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,15.0,4.0,79.33333333333333,3.0,OULAD,2,0,15.0,0,0
BBB,2014J,638554,F,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,131.0,8.0,100.0,1.0,OULAD,3,0,45.0,0,0
BBB,2014J,638575,F,North Western Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn,17.0,3.0,,,OULAD,3,0,55.0,0,0
BBB,2014J,638756,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,74.0,7.0,70.8,5.0,OULAD,2,0,35.0,1,2
BBB,2014J,638818,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,2,0,45.0,0,0
BBB,2014J,638997,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,136.0,10.0,60.4,5.0,OULAD,1,1,35.0,1,2
BBB,2014J,639659,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,2,0,65.0,0,0
BBB,2014J,639663,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,29.0,3.0,68.0,5.0,OULAD,1,0,75.0,1,2
BBB,2014J,639724,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Distinction,226.0,13.0,92.0,5.0,OULAD,1,0,35.0,1,3
BBB,2014J,640225,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,189.0,12.0,73.8,5.0,OULAD,1,0,25.0,1,2
BBB,2014J,640265,F,South East Region,A Level or Equivalent,60-70%,35-55,0,180,N,Withdrawn,234.0,11.0,27.5,2.0,OULAD,2,1,65.0,0,0
BBB,2014J,640289,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,102.0,4.0,23.666666666666668,3.0,OULAD,2,0,75.0,0,0
BBB,2014J,640291,F,North Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,193.0,8.0,25.5,2.0,OULAD,1,0,15.0,0,0
BBB,2014J,640330,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Withdrawn,0.0,0.0,,,OULAD,1,2,75.0,0,0
BBB,2014J,640425,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,81.0,8.0,77.8,5.0,OULAD,2,0,55.0,1,2
BBB,2014J,640455,M,Ireland,A Level or Equivalent,10-20,35-55,0,60,N,Fail,4.0,3.0,64.8,5.0,OULAD,2,1,15.0,0,1
BBB,2014J,640501,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,2,0,5.0,0,0
BBB,2014J,640701,M,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,129.0,6.0,75.4,5.0,OULAD,1,1,45.0,1,2
BBB,2014J,640706,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,24.0,1.0,82.66666666666667,3.0,OULAD,2,1,55.0,0,0
BBB,2014J,640712,F,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,3,0,5.0,0,0
BBB,2014J,640753,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,23.0,7.0,40.666666666666664,3.0,OULAD,1,0,15.0,0,1
BBB,2014J,641045,F,North Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,0.0,0.0,,,OULAD,1,0,35.0,0,0
